,date,core_search_term,link,title,text,cluster_assignment_with_9_clusters
19,11/01/2019,amzn,https://www.fool.com/investing/2019/11/01/analyst-says-buy-roku-now-even-after-335-gains-so.aspx,"Analyst Says Buy Roku Now, Even After 335% Gains So Far This Year",roku nasdaqroku fire year youd think company couldnt go higher another analyst opinion sends stock soaring roku gained earlier year fears regarding upcoming competition sent shares plummeting even precipitous fall shares far bullish call sent stock another monday analyst calling foul saying wave selling overdone fears competition misinformed worth think hes right roku massive opportunity thats getting started one investors dont fully understand another roku bull latest bullish prognostication comes bank america merrill lynch analyst ziv israel initiated coverage streaming pioneer buy rating price target monday israel believes recent selloff overdone worries competition based misunderstanding analyst posits roku benefits growing competition among streaming services increasing consumer demand smart tvs missing point one things sent roku stock reeling recent months fear regarding competition streaming services horizon likes apple disney apple tv disney due launch nov nov respectively investors fail realize however viewers able watch apple tv disney roku devices connected tvs services launch since thats case roku benefit launch services competition secular shift secret streaming technology moved forefront pushing broadcast cable television aside days families gathered around box prescribed time watch show going way vcr cassette landline telephone paradigm shift began decade ago netflix nasdaqnflx introduced streaming video consumers quickly realized could watch favorite programs schedule one dictated networks youre looking proof viewers adopting streaming video increasing numbers look tech giants massive subscriber count netflix topped million third quarter one netflix isnt one gaining massive following second quarter rokus active accounts grew million year year streaming hours soared billion time rokus platform segment primarily advertising grew million whopping year year represents twothirds companys revenue rokus claim fame among consumers however agnostic platform supporting paid streaming services also adsupported options roku offers thousands apps allows consumers customize viewing experience choosing programming wide variety providers viewers watch paid platforms including netflix amazoncom prime video disneycontrolled hulu well adsupported fare altice usas cheddar viacoms pluto tv sonys crackle growing multiple fronts investors doubt equate roku namesake streaming boxes company made number changes past couple years give roku numerous ways enrich shareholders several years ago roku made decision pivot streaming media players focus platform business includes advertising connected tv operating system os roku channel threepronged approach platform segment helps feed growing advertising business company licenses os connected tv manufacturers system found one three connected tvs sold united states gives roku massive installed base devices including players dongles use show advertising viewers roku channel providing additional source ad revenue advertising rokus fastest growing business company recently acquired demandside advertising platform dataxu million deal fuel companys push ad sales massive opportunity would easy look solely stock price gains far year take pass especially since roku remains unprofitable pricetosales ratio trailingmonth period far higher average valuation peers internet services social media industry netflix became leading subscription streaming service first scene becoming ubiquitous roku similar opportunity massive aggregator content benefiting getting cut advertising adsupported providers stream platform investors consider massive opportunity ahead dismissing roku outright basis soaring gains far year,3
25,11/02/2019,amzn,https://www.fool.com/investing/2019/11/02/amazon-delivers-groceries-for-free-but-kroger-stil.aspx,"Amazon Delivers Groceries for Free, But Kroger Still Delivers for Investors",amazon nasdaqamzn bought whole foods billion boost grocery sales offering free twohour delivery groceries prime members move part amazons effort compete kroger nysekr supermarket chains previously amazon charged monthly fee unlimited grocery delivery addition annual prime membership prime members get free delivery amazon fresh available cities whole foods amazon million prime members us kroger fights back amazons announcement tuesday krogers shares dropped isnt first time krogers shares dropped following amazon move march news amazons foray retail stores sunk krogers shares kroger countered numerous strategies including investing heavily ecommerce home delivery initiatives kroger charges delivery delivery fee service fee expanded home delivery customer pickup services supermarket chain offers home delivery stores customer pickup locations covering households market area grocer also launched kroger rush delivery service needitnow items delivered minutes costs per delivery kroger pursuing alternative profit streams including kroger personal finance kroger media ° data analytics unit kroger expects ventures contribute estimated incremental million operating profit compared kroger sees personal finance offerings way increase traffic customer loyalty ° unit key competitive weapon helping compete data powerhouse amazon inhouse analytics firm recently deployed kroger precision marketing uses customer purchase data grocers million shopper households launch marketing programs across digital spectrum kroger partnered recently microsoft nasdaqmsft pilot two datadriven connected stores guide shoppers aisles products want buy kroger investing money resources backend partnership uk online grocer ocado september kroger identified dallas fifth location build automated warehouse fulfill online grocery orders automated warehouses called customer fulfillment centers cfc use digital robotic technology fill grocery orders kroger ocado announced partnership may companies said plan open cfcs us next three years amazon opening new concept grocery stores kroger devoting resources online business amazon putting money brick mortar amazon aims compete kroger grocers chain stores across us earlier month announced plans open dozens stores starting los angeles chicago philadelphia stores operate separately whole foods focuses organic items likely feature prepared foods well grocery items outdone kroger offering consumers reasons visit stores course spend money theyre business insider reported kroger working united parcel service nyseups us postal service fedex nysefdx bring packagedelivery services stores kroger package services select kroger stores accept packages including require signatures store secure area customers pick kps also allow kroger shoppers drop prelabeled packages bring unboxed items shipping lets go krogering amazon may retail behemoth casts huge shadow traditional grocery stores kroger giant right largest supermarket chain revenue us nations secondlargest general retailer boasting stores states kroger priceearnings ratio significantly lower market average pe companies consumer retailing industry probably indicates market pessimism relatively modest earning per share growth around year past five years also means could undervalued pretty low price amazon news may mean time put shares cart,3
51,10/30/2020,msft,https://finance.yahoo.com/news/buy-microsoft-msft-stock-safe-183206096.html,Buy Microsoft (MSFT) Stock as a Safe Haven to Combat Coronavirus Volatility?,bloomberg bloomberg wall street made peace joe biden victory taking comfort decadeslong political career moderation prevailing trait it’s nervous liberal alliesfinance executives closely watching biden handles coming internal democratic fight centrists progressives threatens increase regulation dent profitsfirms counting businessfriendly inner circle group includes longtime democratic stategists corporate lawyers former lobbyists exert influence selecting nominees agencies like treasury department securities exchange commission manage economy police markets middleoftheroad candidates key advantage they’ll much easier path confirmation senate appears likely remain republican handsyet liberal democrats inspired senator elizabeth warren’s focus wealth inequality distrust big banks intent getting likeminded officials jobs argue democratic administration president must pick regulators strong records prioritizing average americans financial titans“personnel policy” progressives come fight “armed bazooka” said stephen myrow managing partner beacon policy advisors washingtonbased firm tracks regulatory legislative proposals “you certainly see reregulation”hanging balance could reach postcrisis rules eased trump administration past four years adjustments complex requirements like capital levels collateral derivatives trades brokers’ legal responsibilities saved banks tens billions dollars firms also concerned fresh focus investigations clampdown executive pay regulators slow lift restrictions dividends share buybacks implemented due pandemicbiden already tapped former commodity futures trading commission chairman gary gensler keybank na executive graves examine financial regulatory agencies part presidential transition according person familiar matter gensler’s role appease progressives gained reputation standing wall street president barack obama’s administration conversely involvement longtime banker like graves probably reassure financial firmsthough banks private equity firms hedge funds mostly escaped spotlight presidential campaign dominated coronavirus top managers washington lobbyists many donated biden’s run emerging shadows offer lists preferred agency chiefsin nod biden’s pledge diverse administration candidates include women people color experience investment firms number worked obama making known quantity wall streetthe progressives however say plan draw line regulators vein robert rubin timothy geithner lawrence summers activists also busy opposition research paying particular attention employees private equity firms asset manager blackrock inc contend holds much sway washington progressives say plan oppose industryconnected candidates even lowerlevel jobsstill chances democrats taking senate looking challenging financial industry might dodge arduous measures washington could thrown includes higher corporate taxes new levies stock trading highprofile senate hearings ceos would face barrage uncomfortable questionsalong slate new agency chiefs biden victory impact financial companies large small numerous ways follows look several agencies policy areas front burner biden administration begins januarynew constraints paymore decade since congress passed doddfrank act there’s still major requirement that’s never finished mandate financial regulators implement constraints executive pay banks brokerages asset managers firms purpose rein compensation practices encouraged kind excessive risktaking caused financial crisis regulators proposed rules multiple times without ever settling approachwhile firms sought get front rules beefing policies clawing back bonuses withholding deferred pay watchdogs appointed biden could mandate requirements much tougher companies adopteda private equity reckoningit’s secret private equity firms democrats’ hit list finance industry lightly regulated investment companies sure face policy fights could impact business model well companies owndemocrats’ goal imposing new taxes buyout firms face headwinds senate it’s possible eliminating carried interest loophole allows partners’ profits taxed lower capital gains rate rather income could draw bipartisan support tax targets might imperil industry limiting deductibility debt often piled corporate acquisitions seem doubtfuleven without congress biden’s regulators expected step scrutiny private equity could issue new rules though trump holdovers could slow process industry likely reviewed financial stability oversight council powerful group regulators led treasury secretary fsoc put firms federal reserve supervision regulate industry practices deems potentially unsafelastly democrats house may turn “nameandshame” agenda holding hearings conducting investigations highlight issues like bankruptcies portfolio companies industry’s controversial investments healthcare private prisonsa reprieve taxestrump’s tax cuts particularly beneficial banks effective rates used higher paid nonfinancial companies room fallbiden proposed increase corporate rate could result six biggest us banks paying additional billion much future years earnings recover pandemic it’s hard see republican senators supporting tax hikea reinvigorated cfpbwall street already ceded consumer financial protection bureau progressives want warren’s brainchild get much tougher trump years policing mortgages credit cards products warren sure play role picking next director one potential candidate us representative katie porter california acolyte massachusetts senatorbanks hoping liberal appointee confirmed run cfpb biden may gain flexibility pick moderates take helms treasury department fed secstill cfpb won’t lighttouch agenda like trump agency’s budget closely scrutinized focused smaller payday lenders mortgage firms auto loan companies big banks likely get attention along new rules sanctions includes expected effort rein overdraft fees – bring lenders billion annuallya muscleflexing fsocin trump era fsoc strayed envisioned role trying spot risks could cause another financial panic focusing instead ways cut rules think quickly change bidenits powers include authority designate company “systemically important” puts firms heightened fed supervision council also products practices believes risky money market funds securities lending addition fsoc sets key oversight priorities biden’s regulators able fill six voting seats still four trump appointees including fed chairman retain jobs stay least year meaning change may come fasta tougher secno watchdog matters wall street’s vaunted investment banks sec center fight progressive democrats moderates direction financial regulation next four yearsliberals would like see former sec commissioner kara stein return agency chairman vocal industry critic sec tenure blasted bank fines weak repeatedly questioned whether agency placed restrictions products like leveraged exchange traded funds candidates favored moderates include former sec commissioner robert jackson jr georgetown law professor chris brummer would first african american chairmanpain regional banksregional lenders us bancorp pnc financial services group inc truist financial corp among benefited trump administration regulators tailoring rules wall street banks got toughest oversight biden appointees could revisit rollbacks though democratic lawmakers backed relief midsized lenders got trump new watchdogs democrats might also exert scrutiny potential mergers involving regional banks lenders however count gop allies senate help fend attacksupdates transition officials seventh paragraphfor articles like please visit us bloombergcomsubscribe stay ahead trusted business news source© bloomberg lp,3
16,11/01/2019,amzn,https://www.fool.com/investing/2019/11/01/amazons-doubling-down-on-grocery-delivery.aspx,Amazon's Doubling Down on Grocery Delivery,amazon nasdaqamzn added new perk prime membership free amazonfresh grocery delivery service previously cost per month top prime membership amazonfresh offers selection mainstream products complementary whole foods higherpriced organic offerings providing access broader product selection lowerpriced options could give amazon boost battle instacart walmart nysewmt target brickandmortar grocery stores direct response competition last month walmart introduced new subscription service delivery unlimited offer unlimited sameday fresh frozen grocery delivery per year price line targets shipt service offers sameday grocery delivery target several local stores ultimately walmarts head us ecommerce sees delivery unlimited expanding general merchandise delivery could pose much bigger threat amazon prime delivery unlimited successfully motivated amazon offer prime members selection grocery products broader price appeal walmarts grocery prices considerably lower average cart whole foods anywhere else matter amazon win grocery sales needs competitive price amazonfreshs product selection offers however amazonfresh remains relatively limited geographic reach company says cities towns access delivery amazonfresh whole foods offered amazonfresh metropolitan areas announcing dropping subscription price additionally customers havent previously ordered groceries amazonfresh prime whole foods wait access amazonfresh comparison walmart expects delivery unlimited reach us population end year puts considerable advantage lot markets amazons grocery delivery options either limited nonexistent economics work lot better walmart deliver items stores sees overlapping operations grocery delivery curbside pickup another big fulfillment expense amazon move grocery delivery coincides amazons ongoing push oneday delivery prime orders online marketplace cfo brian olsavsky told investors expect billion penalty fourth quarter continues spend fulfillment network capacity meet oneday shipping demand amazon likewise see penalty grocery delivery dropping subscription price amazonfresh negatively impact subscription revenue line item expansion prime members likely lead greater demand greater fulfillment expenses last quarter fulfillment expenses climbed year year may accelerate q longterm opportunity great instances amazon likely win sales consumers wouldve normally made run store whether batteries bananas growth online grocery sales expected move higher seems tipping point consumers percentage us internet users regularly purchasing groceries online grew last year year according survey tabs analytics reported emarketer research group expects online grocery sales nearly double topping billion amazon may giving revenue spending lot money today expand speed delivery service made similar investments past great success considering aggressive moves competitors like walmart amazon needs turn aggressive stake claim online grocery generate value whole foods acquisition,3
1,10/30/2019,amzn,https://www.investopedia.com/why-microsoft-will-have-to-race-to-catch-up-to-amazon-in-cloud-sales-4774477,Why Microsoft Will Have to Race to Catch Up to Amazon in Cloud Sales,despite beating amazoncom inc amzn new year billion pentagon cloud contract microsoft corp msft race catch larger rivals amazon web services aws leads still booming cloud computing market market share triple microsoft’s azure platform however azure’s chief technology officer confident microsoft overtake ecommerce giant cloud war outlined barron’s cloud market dynamics microsofts cloud sales grew latest quarter versus rate amazon web services period amazon remains public cloud computing services whopping market share last year followed microsoft alibaba group holding baba alphabet inc’s googl google ibm ibm trail behind fourth fifth place respective share global cloud market following microsoft’s win defense department’s contract analysts optimistic old guard tech company land bigger deals enterprises government cto mark russinovich spoke barron’s microsoft’s competitive positioning cloud market space business still thrive even downturn hit market strength attributed massive shift away onpremise data centers cloud offers competitive pricing better reliability easier path scale what’s next russinovich says azure stands rivals due hybrid cloud offering “if we’re talking enterprise customers would say it’s understanding relationship enterprise evidenced understanding they’re going hybrid building services meet requirements migrating workloads cloud” said azure’s growth propelled microsoft’s stock jump versus return sp,3
14,10/31/2019,amzn,https://www.marketbeat.com/originals/best-dividend-stocks-for-income-investors/,The Best Dividend Stocks for Income Investors,federal reserve’s latest rate cut continuing put income investors tough situation many bond yields message income investors clear put money incomegenerating equities read stocks bringing dividend stocks back focus however like equities dividendpaying stocks created equal three sectors dividend stocks outpacing broader market we’ll take closer look sector real estate total return months ending – weighted aggregate dividend yield – real estate sector expected see earnings growth double year next looking dividend stocks real estate sector investors two primary options first real estate investment trust reits reits popular offer investors benefits investing commercial real estate convenience investing publiclytraded stock reits required distribute taxable income shareholders dividends means reits typically higher dividend yields dividend stocks one area dividend investors need pay close attention taxes begin reits pay property taxes high total operating expenses investors required pay taxes dividends large chunk dividend income taxed ordinary income means rate usually considerably higher taxable dividend rate second option dividend investors sector real estate services include financial insurance sales development sales development stock like remax nysermax considered pureplay real estate stock reason may desirable investors ad called crash days early nobody expects theyre predicting utilities total return months ending – weighted aggregate dividend yield – investors think dividend stocks utility stocks often come mind thing stocks reason appealed grandparents reason deserve place portfolio utility stocks ultimate defensive stocks defensive stocks tend perform well economy consumers need power water natural gas economy putting another way consumers may skimp discretionary spending continue pay utility bills utility companies provide consistent source revenue however many utilities virtual monopolies cities municipalities operate rates companies charge subject regulation dividends utility stocks incredibly safe many top companies sector long history paying dividend increasing dividend addition offering attractive yields many stocks sector attractive payout ratios payout ratio amount earnings paid dividends expressed percentage lower payout ratio may sign company reinvesting majority earnings back business growth hand high ratio mean company growth options general utility stocks tend payout ratio however outlying high low ratio necessarily make stock good bad toprated dividend stocks nextera energy nysenee duke energy nyseduk enbridge nyseenb information technology total return months ending – weighted aggregate dividend yield – information technology stocks frequently considered great dividend stocks one reason considered volatile stocks sectors true however also changing number “tech” stocks moving mature phase business cycle companies like microsoft nasdaqmsft apple nasdaqaapl used never offer dividends today even industry experts suggest amazon nasdaqamzn may begin offer dividend particularly stock comes regulatory scrutiny information technology dividend stocks tend smaller dividend ratios however investors likely better opportunity capital growth stocks attractive investors may need dividend income right away get additional growth reinvesting dividends companies mentioned article company beat market™ rank current price price change dividend yield pe ratio consensus rating consensus price target remax rmax buy duke energy duk hold enbridge enb buy nextera energy nee buy apple aapl buy amazoncom amzn na buy microsoft msft buy,3
6,10/31/2019,amzn,https://www.fool.com/investing/2019/10/31/if-i-could-buy-only-1-stock-this-would-be-it.aspx,"If I Could Buy Only 1 Stock, This Would Be It",carry total tickers personal investment portfolio two largest holdings streaming video giant netflix nasdaqnflx ecommerce veteran amazoncom nasdaqamzn stocks treated well years happen great buys todays market well tickers probably stay stop investing mullet becomes fashionable whichever comes first hint trendy mullets likely hang wall street spurs liquidate select one stock long haul would actually go different direction stock would trust meet investment needs forever actually google android parent alphabet nasdaqgoog nasdaqgoogl core idea flexibility equals longevity alphabet idea centennial investment mean general electric nysege ibm nyseibm stuck around hundred years constantly adapting everchanging market conditions survived technological revolutions world wars lots pitchblack recessions ending business operations longer worked replacing ideas better suited next challenge keyword flexibility ge ibm always spades alphabet different flexibility defined company know alphabet used onetrick pony sure googles online search advertising empire pretty great trick time come operations wont keep lights anymore never afraid tackle new business ideas big bets uncertain outcomes youtube shortform video platform android mobile phone system spring mind company rebranded collection diverse operations true googlebranded businesses accounted alphabets total sales third quarter operating profits start somewhere alphabet alphabetting wide variety mostly offline operations selfdriving cars medical research dronebased delivery services energy storage based large tanks molten salt none pulling weight financial point view analysts expect waymo selfdriving car service become billion business right roughly decade alphabets nongoogle stuff probably fail make difference long run important company exploring plethora new ideas times one two gamechanging wins per decade plenty keep alphabet relevant competitive profitable effectively forever vantage point one middleaged human upshot trust alphabet extremely long haul pick single stock power portfolio years decades come alphabet would already large business im convinced aint seen nothin yet almost feel like im cheating little single stock works play lots lots different business ideas many havent even imagined yet alphabets best days lie ahead might even forget ancient google roots said done would fine,3
18,11/01/2019,amzn,https://investorplace.com/2019/11/microsoft-stock-jedi-win-worth-much-more-than-10-billion/,Microsoft Stock JEDI Win Worth Much More Than $10 Billion,microsoft stock jedi win worth much billion,3
11,10/31/2019,amzn,https://www.nasdaq.com/articles/try-rising-p-e-investing-with-5-top-ranked-stocks-2019-10-31,Try Rising P/E Investing With 5 Top-Ranked Stocks,one common forms investing techniques running stocks low pricetoearnings pe ratio that’s basic measure much investors spending worth earnings speaks undervaluation logic simple — stock’s current market price justify higher earnings therefore leaves room upside ever given thought stocks rising pe also worth buying we’ll tell increasing pe theory work concept earnings rise price stock goes forecasts expected earnings come higher strong demand stock continue push prices stocks pe gives indication much investors ready shell per dollar earnings pe stock rising steadily means investors assured inherent strength believe positives come also studies revealed stocks seen pe ratios jump breakout point cycle pick stocks early breakout cycle end seeing considerable gains winning strategy order shortlist stocks exhibiting increasing pe chose following primary screening parameters eps growth estimate current year greater equal last year’s actual growth percentage change last year eps greater equal zero two criteria point flat earnings growth trend years percentage change price four weeks greater percentage change price weeks percentage change price weeks greater percentage change price weeks two criteria show price stock increasing consistently said time frames percentage price change four weeks relative sp greater percentage price change weeks relative sp percentage price change weeks relative sp greater percentage price change weeks relative sp case consistent price gains gets even stronger displays percentage price changes relative sp percentage price change weeks higher equal percentage price change weeks exceed increase price stock breakout point gives cues impending uptrend jump indicates limited scope upside stock might due reversal addition place criteria lead us likely outperformers zacks rank less equal companies zacks rank strong buy buy get average day volume greater equal high trading volume implies stocks adequate liquidity factors narrowed universe stocks five stocks passed screen avinger inc avgr company engaged designing manufacturing selling imageguided catheterbased systems treat peripheral arterial disease belongs topranked zacks industry top carries zacks rank see complete list today’s zacks rank stocks tripadvisor inc trip ranked company one largest online travel research companies world comes topranked zacks industry top alexion pharmaceuticals inc alxn biopharmaceutical company focused development commercialization lifetransforming drugs treatment patients ultrarare disorders company belongs topranked zacks industry top carries zacks rank check point software technologies ltd chkp provider information technology security solutions across world comes topranked zacks industry top carries zacks rank servicenow inc company provides cloud computing services automate digital workflows accelerate enterprise operations zacks rank stock hails topranked zacks industry top get rest stocks list signing week free trial research wizard start using screen trading also create strategies test first taking investment plunge research wizard great place begin easy use everything plain language intuitive start research wizard trial today next time read economic report open research wizard plug finds see gems come click sign free trial research wizard today disclosure officers directors andor employees zacks investment research may sold short securities andor hold long andor short positions options mentioned material affiliated investment advisory firm may sold short securities andor hold long andor short positions options mentioned material disclosure performance information zacks’ portfolios strategies available httpswwwzackscomperformance views opinions expressed herein views opinions author necessarily reflect nasdaq inc,3
41,11/05/2019,amzn,https://www.cnbc.com/2019/11/05/your-first-trade-for-tuesday-november-5.html,"Your first trade for Tuesday, November 5",fast money traders shared first moves market open pete najarian buyer apache corporation tim seymour buyer ishares msci brazil etf dan nathan buyer twitter guy adami buyer schlumberger disclosure trader disclosure tim seymour long amzn aapl acbff acrgf alef alpha amza acb apc aph arna baba bac bx c cara cf cgc clf cnbs cnttf crlbf cron csco cweb curlf dal dis dvye eem emh eufn ewm fb fdx fire flwr fxi ge gild gm googl gtbif gtii gwph hexo hkaph hrvof hvt hyydf iipr intc ithuf jd kern khrn kro kshb labs leaf lnth mat mcd mjne mo mos mpx mrmd nept nke nrth ogi orgmf otc pak pclo phm pki riv sbux sndl sq sspku stz ter tgod tlry tnybf trssf trst twtr ua ual vff viab vivo vod wmd x xly xrt ycbd yndx zena zyne tim short iwm race spy tsla tims firm long cgc hexo cron aph tim advisory board green organic dutchman heaven kushco dionymed tikun olam cctv canndescent dan long tlt dec call spread xlp nov put spread smh nov put spread nke nov dec call calendar dis nov dec call calendar pete long calls ally anf apa axt baba bp ccj crnx czr dpz eqt fcx gdx kre mpc mrtx ms nflx pbr sig tph tpr vale vst wfc xop pete long stock aapl c casy cyrx dis fb ful goos ibm intc kmi ko lk lulu luv mdr mmm mpc mrk msft mu nflx pep pfe qsr rcl tgt ual ups upwk usb wynn wfc xom pete owns ge puts guy adami long celg exas gdx intc guy adamis wife linda snow works merck,4
33,11/04/2019,amzn,https://www.fool.com/investing/2019/11/04/a-foolish-take-amazon-is-catching-up-to-google-in.aspx,A Foolish Take: Amazon Is Catching Up to Google in Search-Based Ads,alphabet nasdaqgoog nasdaqgoogl subsidiary google facebook dominate us digital advertising market google could claim market year according emarketer facebook grabs searchbased ads google rules market share according recent emarketer report amazon nasdaqamzn ranks second firm believes amazons share rise googles slips emarketer also expects amazons search business grow nearly year boost search revenue billion total estimated revenue amazon already surpassed microsoft thirdlargest digital ad platform us last year amazons advertising business growing us internet users start product searches amazon instead google seattlebased tech giant leverages lead along ecommerce muscle sell ads advertisers drawn amazon craft bettertargeted ads shopper data dealing fewer privacy concerns google facebook short amazons advertising segment could soon become core growth engine alongside ecommerce cloud businesses,4
44,11/05/2019,amzn,https://seekingalpha.com/article/4302912-tracking-ken-fishers-fisher-asset-management-portfolio-q3-2019-update,Tracking Ken Fisher's Fisher Asset Management Portfolio - Q3 2019 Update,fisher substantial stakes several etfsetns hundreds small positions together account onethird f portfolio article part series provides ongoing analysis changes made kenneth fisher’s f stock portfolio quarterly basis based fisher asset management’s regulatory f form filed please visit tracking kenneth fishers fisher asset management holdings article idea investment style philosophy previous update highlighting fund’s moves q quarter fisher’s f portfolio value increased marginally b b number holdings increased significantly large positions remained steady five largest individual stock positions visa inc nysev apple inc nasdaqaapl amazoncom nasdaqamzn microsoft nasdaqmsft alibaba group holdings nysebaba together account f stock portfolio note fisher manages private client accounts institutional accounts portfolio personalized client requirements beating sp focus many f portfolio performance would performance sum total monies f securities unknown institutions pulled money fisher investments last month following inappropriate comments ken fisher made public know ken fisher check research papers notably behavioral finance investment books stake increases alibaba group holdings baba baba portfolio stake original position q prices q saw twothirds increase prices followed increase next quarter prices stock currently trades stake increase last seven quarters followed another stake increase quarter prices american express axp axp portfolio since original position around shares purchased average cost current stake shares last five quarters seen combined stake increase followed stake increase quarter prices stock stake portfolio home depot hd hd f portfolio position first purchased prices q saw selling prices followed another reduction q prices reversal next quarter stake increase prices followed minor increases last five quarters stock quarter saw stake increase prices salesforcecom crm adobe inc adbe two positions seen large increases last four quarters crm position saw increase q prices another increase next quarter prices stock quarter saw another stake increase prices investors attempting follow crm good option consider research adbe portfolio stake saw increase q prices another increase next quarter prices stock quarter saw another stake increase prices tencent holdings adr otcpktcehy majority tcehy stake purchased q quarter saw share purchase prices stock last two years seen incremental purchases stake increase quarter prices current position shares total sa tot majority tot stake purchased q prices last quarter saw selling prices quarter stake increase prices stock currently visa inc v visa position first purchased much lower prices compared current price size stake tripled last six years incremental purchases almost every quarter position largest stake portfolio apple inc aapl aapl topthree individual stock position built prices original stake increased q prices trimming q prices stock currently trades last two years seen combined increase prices quarter also saw marginal stake increase amazoncom amzn amzn thirdlargest individual stock position portfolio stake stock price risen ninefold holding period costbasis compared current price q saw selling prices another selling q prices three quarters q seen increase prices following quarter saw similar reduction prices minor increases last five quarters microsoft corporation msft msft top five portfolio position longterm stake portfolio well decade last two years seen combined increase prices stock quarter also saw stake increase alphabet inc goog googl goog small position built substantial stake prices stock price increased four times currently trades position stands portfolio reduction q prices q saw stake increase prices followed minor increases last six quarters pfizer inc pfe pfe longterm position portfolio well decadethe original stake almost sold time frame rebuilt next two years prices stock currently last six quarters seen increase prices quarter also saw stake increase johnson johnson jnj jnj portfolio position around twothirds stake purchased prices rest prices stock currently trades stake increase q followed similar reduction q last four quarters seen minor increases cisco systems csco royal dutch shell rdsa rdsb two positions seen large increases q csco stake saw increase prices stock currently rdsa portfolio position increased q prices stock currently trades positions saw minor increases last three quarters intel corporation intc bulk portfolio stake intc built highteens position seen consistent incremental buying since stake increase q prices stock currently last six quarters also seen minor increases walmart stores wmt bulk wmt position purchased q prices q saw stake increase prices followed increase next quarter stock last six quarters also saw combined increase ubs ubs ubs f portfolio position established q prices original stake reduced around onethird q prices q saw aboutturn position increased prices following quarter saw additional stake increase prices q pattern reversed position reduced three quarters q seen twothirds stake increase prices stock currently trades since activity minor quarter saw marginal increase itau unibanco itub position seen twothirds increase q prices quarter also saw stake increase prices astrazeneca plc azn anheuserbusch inbev sa adr bud asml holding asml bhp billiton bbl bnp paribas adr otcqxbnpqy chevron inc cvx costco wholesale cost eli lilly lly exxon mobil xom glaxosmithkline plc adr gsk hdfc bank hdb ing groep nv adr ing jpmorgan chase jpm lvmh moet hennessy adr otcpklvmuy loreal co adr otcpklrlcy merck mrk novonordisk nvo novartis ag nvs oracle corporation orcl rio tinto rio softbank group adr otcpksftby sanofi adr sny sap sap schlumberger ltd slb siemens ag otcpksiegy united technologies utx small positions less f portfolio increased quarter stake decreases taiwan semiconductor tsm tsm longterm f portfolio position large block purchased prices position wavered recent activity follows ten quarters q saw periodic buying last three quarters saw minor trimming stock currently trades procter gamble pg pg longterm f portfolio position portfolio since financial crisis original position increased prices sixyear period also seen periodic buying q saw aboutturn selling prices stock currently trades last two quarters seen minor adjustments hsbc plc hsbc petroleo brasileiro pbr vale sa vale small less portfolio positions reduced quarter portfolio several positions different etns etfs account around f portfolio fisher also large stakes following businesses per latest g filings stratasys ltd ssys atlas air aaww wright medical wmgi veeco instruments veco positions sized range portfolio abb ltd abb ase technology asx ambev abev america movil amx aspen technology azpn basf se adr otcqxbasfy bp plc bp baidu inc bidu banco bilbao vizcaya bbva banco bradesco bbd banco santander san bnp paribas otcqxbnpqy boeing company ba boston beer sam ctripcom ctrp csx corp csx capital one financial cof chemed corp che clevelandcliffs clf compagnie financiere richemont otcpkcfruy conocophillips cop credit agricole sa otcpkcrary domino’s pizza dpz fanuc corp otcpkfanuf freeportmcmoran fcx general electric ge heico corp hei hess corp hes hillrom holdings hrc hitachi ltd otcpkhthiy infosys infy intesa sanpaolo otcpkisnpy jdcom jd kb home kbh littelfuse inc lfus mastercard inc meritage homes mth mitsubishi electric otcpkmielf murata mfg otcpkmraay nestle otcpknsrgy netflix nflx netease inc ntes nvidia corp nvda pool corp pool raymond james financial rjf smc corp otcpksmcay svb financial sivb schneider electric otcpksbgsy scotts miraclegro smg societe generale france otcpkscgly southern copper scco stifel financial sf sumitomo mitsui financial smfg teledyne tdy tokyo electron otcpktoely toro co ttc union pacific unp vinci sa otcpkvcisy weibo corp wb west pharmaceutical wst yelp inc yelp credicorp ltd bap helen troy hele nxp semi nxpi steris plc ste spreadsheet highlights changes fisher’s f stock holdings positions f portfolio individually listed q disclosure amwe long azn baba bidu bp ge gsk intc jd sftby wrote article expresses opinions receiving compensation seeking alpha business relationship company whose stock mentioned article,5
